split_mode,seed,model_name,split,rows,selected_base_combo,correction_method,selected_k,selected_bandwidth_scale,selected_amount,device_used,cuda_device_name,mean_3d_error_mm,median_3d_error_mm,p90_3d_error_mm,p95_3d_error_mm,max_3d_error_mm,pass_2mm_rate,pass_2p5mm_rate
v1000_only_random,46,cuda_density_aware_local_krr,valid,88,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.8947848103309892,1.497407834864775,3.2231265009151144,4.2675334562069995,7.067902109777965,0.625,0.7386363636363636
v1000_only_random,46,cuda_density_aware_local_krr,test,88,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.837266782869041,1.6208232969015066,3.035804772242199,4.183504609338375,6.886119581924419,0.6363636363636364,0.8295454545454546
v1000_only_random,47,cuda_density_aware_local_krr,train,408,trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.1804757776084625,0.9332547963824704,2.4422207174441404,2.920450034881039,6.122245206153452,0.8480392156862745,0.9044117647058824
v1000_only_random,47,cuda_density_aware_local_krr,valid,88,trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.0255430832155223,1.627674022971553,3.672819225345142,5.721598299134264,8.926524279910105,0.625,0.7272727272727273
v1000_only_random,47,cuda_density_aware_local_krr,test,88,trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.156340840858137,1.9064724068414942,4.128411377906747,5.349568306325782,7.931729894554697,0.5227272727272727,0.6931818181818182
v1000_only_random,48,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03,adaptive_residual,5,0.5,0.5,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2753413321998466,1.0631251824269339,2.3486712082369112,2.906520201389785,5.38468067862252,0.8284313725490197,0.9093137254901961
v1000_only_random,48,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03,adaptive_residual,5,0.5,0.5,cuda,NVIDIA GeForce RTX 2070 SUPER,2.266558520330749,1.6263009240220097,4.632741070279664,5.661422835598109,14.026846800292699,0.6136363636363636,0.7159090909090909
v1000_only_random,48,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03,adaptive_residual,5,0.5,0.5,cuda,NVIDIA GeForce RTX 2070 SUPER,2.093725863526922,1.7059490530997936,4.32852785609614,5.254505946704449,7.4997257970534985,0.5795454545454546,0.6931818181818182
v1000_only_random,49,cuda_density_aware_local_krr,train,408,target_x3_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.1957239971743492,0.9703767481653649,2.44289418620965,2.764391157279632,5.760634599071475,0.8553921568627451,0.9093137254901961
v1000_only_random,49,cuda_density_aware_local_krr,valid,88,target_x3_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.033391190181693,1.9289006180370518,3.9447419667247807,4.519289237248705,6.689383310574618,0.5568181818181818,0.7272727272727273
v1000_only_random,49,cuda_density_aware_local_krr,test,88,target_x3_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.216400261222004,1.6614689651592065,4.609971415661859,6.411320779937166,8.718012193919744,0.6363636363636364,0.7045454545454546
