source_group,source_session,session_id,target_id,planned_order_index,timestamp_utc,settle_time_s,settle_start_s,settle_end_s,sample_count,q1_cmd_deg,q2_cmd_deg,q1_encoder_deg,q2_encoder_deg,p_target_x_mm,p_target_y_mm,p_target_z_mm,p_vive_x_mm,p_vive_y_mm,p_vive_z_mm,p_tracker_vertical_home_x_mm,p_tracker_vertical_home_y_mm,p_tracker_vertical_home_z_mm,p_tracker_axis_mapped_x_mm,p_tracker_axis_mapped_y_mm,p_tracker_axis_mapped_z_mm,target_label_residual_x_mm,target_label_residual_y_mm,target_label_residual_z_mm,target_label_residual_norm_mm,quality_flags,settling_pass,settling_wait_sec,settling_position_std_mm,settling_velocity_rms_mm_s,settling_peak_to_peak_mm,tracker_valid_ratio,label_tracker_valid,label_tracker_occluded
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T777,495,2026-05-23T15:58:44.167459+00:00,6526.358988800028,6525.386693699984,6526.358988800028,32,11.97066510082162,9.050209498543982,84.4,85.8,-10.177345329832722,61.44863322146328,47.189981088691304,-9.853972523258278,-4.577991495338784,30.379660828755505,4.577991495338779,-9.853972523258278,30.379660828755505,-9.853972523258278,-4.577991495338779,30.379660828755505,0.32337280657444367,-66.02662471680206,-16.8103202599358,68.133740604102,ok,true,1.264626300020609,0.1573104229746189,3.475390636543252,0.6417487760616152,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T552,496,2026-05-23T15:58:47.090599+00:00,6529.28205129999,6528.308135400002,6529.28205129999,32,9.30098736644662,11.326285299996998,83.4,88.0,-9.709908870997763,47.54196214213362,58.918798595961775,-12.70566734556968,-11.151343526748526,44.04948319380105,11.15134352674852,-12.70566734556968,44.04948319380105,-12.70566734556968,-11.15134352674852,44.04948319380105,-2.9957584745719164,-58.69330566888215,-14.869315402160723,60.6215740451181,ok,true,1.2728991999756545,0.31135809026996875,4.758318149111838,1.1586049780684289,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T217,497,2026-05-23T15:58:50.167055+00:00,6532.358585799986,6531.388045299973,6532.358585799986,32,7.883751038321619,6.001893693026528,82.6,85.3,-4.464404423137502,40.92352903296147,31.368399999323067,-9.319799422071526,-6.53132790556322,27.10327173654855,6.5313279055632165,-9.319799422071526,27.10327173654855,-9.319799422071526,-6.5313279055632165,27.10327173654855,-4.855394998934024,-47.454856938524685,-4.2651282627745175,47.89289745619319,ok,true,1.2838246999890544,0.30862375446117757,3.931847562770131,1.0922312916874104,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T831,498,2026-05-23T15:58:53.140632+00:00,6535.332249399973,6534.362487800012,6535.332249399973,32,4.29122174144662,3.400664205651638,80.7,83.2,-1.3677942010330013,22.40825691129563,17.79538372277401,-7.64811544750745,-2.9912879117406437,11.603355808900005,2.991287911740642,-7.64811544750745,11.603355808900005,-7.64811544750745,-2.991287911740642,11.603355808900005,-6.280321246474449,-25.399544823036273,-6.1920279138740035,26.88718136701097,ok,true,1.277287199976854,0.3115143549457226,3.814647443694079,1.1359911040370507,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T003,499,2026-05-23T15:58:56.075893+00:00,6538.267277600011,6537.267627699999,6538.267277600011,33,2.57735455394662,0.47428103235489516,79.4,82.3,-0.31374147786111806,13.489983971998484,2.4833013181966574,-7.316497753272241,-1.569439119948105,4.703788657288504,1.5694391199481046,-7.316497753272241,4.703788657288504,-7.316497753272241,-1.5694391199481046,4.703788657288504,-7.002756275411123,-15.05942309194659,2.2204873390918465,16.75575672233669,ok,true,1.2778164999908768,0.4293554760663572,4.506865079124228,1.5835283735868517,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T471,500,2026-05-23T16:00:29.146357+00:00,6631.3378305999795,6630.363540799997,6631.3378305999795,32,7.290489319571621,0.9620115612376522,81.6,82.3,-2.467287901154913,38.06462179933904,5.036844089215599,-7.104423298285553,1.0749791390620644,5.378690018103725,-1.0749791390620658,-7.104423298285553,5.378690018103725,-7.104423298285553,1.0749791390620658,5.378690018103725,-4.63713539713064,-36.98964266027697,0.3418459288881266,37.2807396314156,ok,true,1.2711466000182554,0.4559498681919397,5.349878396541636,1.5585731124364646,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T640,501,2026-05-23T16:00:32.181129+00:00,6634.372624200012,6633.403299900005,6634.372624200012,32,11.57515728832162,4.172904209716056,83.6,83.7,-6.880422522322293,60.03637189900804,21.829964464279353,-7.711390434549401,0.14663493404020483,13.945650710509426,-0.14663493404020755,-7.711390434549401,13.945650710509426,-7.711390434549401,0.14663493404020755,13.945650710509426,-0.8309679122271074,-59.88973696496783,-7.884313753769927,60.412196655742214,ok,true,1.2794410000205971,0.4629653778580742,4.6715465516148305,1.7386081690218982,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T174,502,2026-05-23T16:02:05.227411+00:00,6727.419014899991,6726.4408010999905,6727.419014899991,32,11.77291119457162,0.2304157679134722,83.6,81.3,-6.313186009504202,61.20947446570309,1.2064508876716673,-6.616808875248978,5.804671031924385,-1.9661929171818437,-5.804671031924386,-6.616808875248978,-1.9661929171818429,-6.616808875248978,5.804671031924386,-1.9661929171818429,-0.30362286574477615,-55.4048034337787,-3.172643804853511,55.49639717218348,ok,true,1.2771849000127986,0.25128359196038974,6.368766837025828,1.2289785418154517,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T559,503,2026-05-23T16:02:08.215095+00:00,6730.406602700008,6729.420274799981,6730.406602700008,33,15.442344788321636,2.3896394634883578,85.6,82.7,-11.081801966975002,79.81110434505027,12.508495855747348,-6.950996652905475,4.508243310145831,8.048620701947742,-4.508243310145834,-6.950996652905475,8.048620701947742,-6.950996652905475,4.508243310145834,8.048620701947742,4.1308053140695264,-75.30286103490444,-4.459875153799606,75.54783199385905,ok,true,1.2807274999795482,0.3283223372342217,3.3568175375384524,1.05071221191822,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T226,504,2026-05-23T16:02:11.298195+00:00,6733.489614800026,6732.514889599988,6733.489614800026,32,20.188438538321634,2.0238415668262455,88.6,82.3,-18.606833503602427,103.46806351936274,10.594606207112177,-6.439771904395172,7.660444883199826,7.1694594163161565,-7.66044488319983,-6.439771904395172,7.169459416316158,-6.439771904395172,7.66044488319983,7.169459416316158,12.167061599207255,-95.80761863616291,-3.4251467907960205,96.63782286056447,ok,true,1.2713265999918804,0.21339845673767474,4.233892249673151,0.7767151477983518,1.0,true,False
